# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
11            	-2.019999e-01	-1.311939e-01	-7.080604e-02	6.038783e-02	7.366172e-03	5.302165e-02	-2.282774e-02	-3.019391e-02	-1.010000e-01	-1.559159e-22	-1.010000e-01	1.010000e-01
12            	1.624279e-01	5.007409e-02	1.123538e-01	6.227972e-02	7.573154e-03	5.470656e-02	-2.356670e-02	-3.113986e-02	8.121394e-02	-1.680399e-23	8.121394e-02	-8.121394e-02
13            	3.680902e-01	1.595444e-01	2.085458e-01	4.900134e-02	6.357108e-03	4.264423e-02	-1.814356e-02	-2.450067e-02	1.840451e-01	1.147442e-22	1.840451e-01	-1.840451e-01
14            	4.133072e-01	1.954140e-01	2.178933e-01	2.247931e-02	3.491630e-03	1.898768e-02	-7.748025e-03	-1.123966e-02	2.066536e-01	1.850272e-22	2.066536e-01	-2.066536e-01
15            	3.395042e-01	1.724982e-01	1.670060e-01	-5.492175e-03	2.576292e-04	-5.749804e-03	3.003717e-03	2.746087e-03	1.697521e-01	1.983705e-22	1.697521e-01	-1.697521e-01
16            	2.076545e-01	1.175316e-01	9.012286e-02	-2.740877e-02	-2.212005e-03	-2.519676e-02	1.149238e-02	1.370438e-02	1.038272e-01	1.444291e-22	1.038272e-01	-1.038272e-01
17            	7.320110e-02	5.707476e-02	1.612634e-02	-4.094843e-02	-4.131942e-03	-3.681649e-02	1.634227e-02	2.047421e-02	3.660055e-02	7.790389e-23	3.660055e-02	-3.660055e-02
18            	-2.723462e-02	7.259634e-03	-3.449425e-02	-4.175389e-02	-4.961294e-03	-3.679259e-02	1.591565e-02	2.087694e-02	-1.361731e-02	6.624636e-24	-1.361731e-02	1.361731e-02
19            	-8.078414e-02	-2.407024e-02	-5.671390e-02	-3.264366e-02	-4.649967e-03	-2.799369e-02	1.167186e-02	1.632183e-02	-4.039207e-02	-2.225443e-23	-4.039207e-02	4.039207e-02
20            	-9.081863e-02	-3.680211e-02	-5.401652e-02	-1.721440e-02	-3.439123e-03	-1.377528e-02	5.168078e-03	8.607201e-03	-4.540931e-02	-3.086921e-23	-4.540931e-02	4.540931e-02
21            	-7.095893e-02	-3.506526e-02	-3.589368e-02	-8.284248e-04	-1.681089e-03	8.526640e-04	-1.266876e-03	4.142124e-04	-3.547947e-02	-8.693276e-24	-3.547947e-02	3.547947e-02
22            	-3.758938e-02	-2.500894e-02	-1.258045e-02	1.242849e-02	1.098911e-04	1.231860e-02	-6.104354e-03	-6.214245e-03	-1.879469e-02	8.873662e-24	-1.879469e-02	1.879469e-02
23            	-4.271671e-03	-1.272236e-02	8.450686e-03	2.117304e-02	1.604783e-03	1.956826e-02	-8.981739e-03	-1.058652e-02	-2.135836e-03	6.884399e-24	-2.135836e-03	2.135836e-03
24            	1.982256e-02	-1.361727e-03	2.118429e-02	2.254602e-02	2.467649e-03	2.007837e-02	-8.805360e-03	-1.127301e-02	9.911282e-03	1.267498e-24	9.911282e-03	-9.911282e-03
25            	3.218191e-02	7.138433e-03	2.504347e-02	1.790504e-02	2.722669e-03	1.518237e-02	-6.229851e-03	-8.952520e-03	1.609095e-02	-1.460543e-23	1.609095e-02	-1.609095e-02
26            	3.393132e-02	1.164191e-02	2.228940e-02	1.064749e-02	2.489523e-03	8.157966e-03	-2.834221e-03	-5.323744e-03	1.696566e-02	-1.919022e-23	1.696566e-02	-1.696566e-02
27            	2.922218e-02	1.295330e-02	1.626889e-02	3.315587e-03	1.935535e-03	1.380052e-03	2.777416e-04	-1.657794e-03	1.461109e-02	-2.888847e-23	1.461109e-02	-1.461109e-02
28            	2.207175e-02	1.221627e-02	9.855480e-03	-2.360790e-03	1.228789e-03	-3.589578e-03	2.409184e-03	1.180395e-03	1.103587e-02	-3.874734e-23	1.103587e-02	-1.103587e-02
29            	1.527749e-02	1.044699e-02	4.830500e-03	-5.616491e-03	4.796406e-04	-6.096132e-03	3.287886e-03	2.808246e-03	7.638745e-03	-4.086355e-23	7.638745e-03	-7.638745e-03
30            	1.042962e-02	8.165492e-03	2.264127e-03	-5.901365e-03	-1.156007e-04	-5.785764e-03	2.835082e-03	2.950682e-03	5.214809e-03	-4.063830e-23	5.214809e-03	-5.214809e-03
31            	8.325926e-03	6.209269e-03	2.116657e-03	-4.092612e-03	-4.923119e-04	-3.600300e-03	1.553994e-03	2.046306e-03	4.162963e-03	-3.622541e-23	4.162963e-03	-4.162963e-03
32            	8.320278e-03	4.855931e-03	3.464347e-03	-1.391583e-03	-6.545540e-04	-7.370293e-04	4.123768e-05	6.957917e-04	4.160139e-03	-3.019161e-23	4.160139e-03	-4.160139e-03
33            	9.280074e-03	4.140360e-03	5.139713e-03	9.993531e-04	-6.113666e-04	1.610720e-03	-1.111043e-03	-4.996765e-04	4.640037e-03	-2.097514e-23	4.640037e-03	-4.640037e-03
34            	1.029134e-02	3.973220e-03	6.318119e-03	2.344898e-03	-4.694982e-04	2.814397e-03	-1.641947e-03	-1.172449e-03	5.145669e-03	-1.745020e-23	5.145669e-03	-5.145669e-03
35            	1.092093e-02	4.103393e-03	6.817534e-03	2.714141e-03	-2.798541e-04	2.993996e-03	-1.636925e-03	-1.357071e-03	5.460464e-03	-1.685576e-23	5.460464e-03	-5.460464e-03
36            	1.120525e-02	4.505917e-03	6.699337e-03	2.193420e-03	-1.046903e-04	2.298110e-03	-1.201400e-03	-1.096710e-03	5.602627e-03	-9.830239e-24	5.602627e-03	-5.602627e-03
37            	1.100714e-02	4.911656e-03	6.095483e-03	1.183827e-03	1.677080e-05	1.167057e-03	-5.751429e-04	-5.919137e-04	5.503570e-03	-1.369437e-23	5.503570e-03	-5.503570e-03
38            	1.055448e-02	5.133911e-03	5.420574e-03	2.866635e-04	1.076854e-04	1.789782e-04	-3.564639e-05	-1.433318e-04	5.277242e-03	-1.423773e-23	5.277242e-03	-5.277242e-03
39            	1.018850e-02	5.245954e-03	4.942541e-03	-3.034129e-04	1.564738e-04	-4.598867e-04	3.081803e-04	1.517064e-04	5.094248e-03	-1.570496e-23	5.094248e-03	-5.094248e-03
